2.455182354150847734e-02,5.178840336644452425e-02,4.950683522775459200e-02,6.559825047296177769e-02,4.736411290050740464e-02,1.605220483604608006e-01,4.621442601992281629e-02
1.092544967949413692e-01,5.015567278500554504e-02,8.782467645308662807e-02,3.468941887509974231e-02,3.008765080816466764e-02,1.220587506936075539e-01,1.600779000164420651e-01
6.632995292813212429e-02,1.562246919862303463e-01,1.709212464281348876e-01,2.018006487769996582e-02,1.283841430911240034e-01,1.117816824447754043e-01,4.637064226637038766e-02
6.802797689560122207e-02,3.056389901016409727e-02,1.579630750915281823e-01,8.399408576591328723e-02,5.561813391024753028e-02,1.153284335678415595e-01,1.546292831894608977e-01
9.665523306107851043e-02,2.468777536623106839e-02,1.369209318203720993e-01,1.090756050628716584e-01,7.461354927866344078e-02,2.908372173092593771e-02,5.242202685600758083e-02
7.250302411156660243e-02,1.269814049924516131e-01,1.441210466418811342e-01,1.553580590486445812e-01,1.162651212138670898e-01,6.701609073113390380e-02,4.066905517815938564e-02
3.442209554861597187e-02,1.414705422052903172e-01,3.305338174066474455e-02,9.287365117429136063e-02,1.422941191478604428e-01,4.384689077642550670e-02,1.091096283604441747e-01
3.320772458040949227e-02,5.057324276831326459e-02,9.820714667293409250e-02,8.877199286845605108e-03,1.671587607555540811e-01,4.554650871521470634e-02,4.178733722495614478e-02
6.433215714584336609e-02,1.441812370542601140e-01,3.505630650700192197e-02,1.506986587816143142e-01,1.610837884243961349e-01,1.431345686200577449e-01,4.206088036248534223e-02
7.126332965490136950e-02,1.200697487502219440e-01,1.172039402951520759e-01,6.087497925697013534e-02,6.818758631909324630e-02,1.054474373924075281e-01,1.551051401809762642e-01
5.636351329503694330e-02,5.937869484518457086e-02,7.855752672488196253e-02,1.516777365553678147e-01,3.128465502955646294e-02,4.661247860191913839e-02,8.477266103104211248e-02
6.751194425474765781e-02,1.060049391204572478e-01,5.194285290940625632e-02,2.723300502438785742e-02,1.191400196939220446e-01,7.483151723606452921e-02,2.783564340049543562e-02
1.602497413204080901e-01,5.502522428484274419e-02,7.341887708061357876e-02,8.097750970865372211e-02,1.193799948849319226e-01,1.650604824977545682e-01,1.350507790565173838e-01
5.157178281710983470e-02,2.476008542091134856e-02,1.592827571289078259e-01,1.407911611650848882e-01,1.036995787643237160e-01,1.504175893299078415e-01,2.459491101556487980e-02
1.514516312045764979e-01,1.202262342775079207e-01,1.305458719187636563e-01,1.404290392757074901e-01,6.877175710589189528e-02,5.576301079249842974e-02,1.341989920608934739e-01
9.327168775449848348e-02,1.589041120652946448e-01,1.355544817406225122e-01,5.783099155551671422e-02,1.302978822925233149e-01,9.242455093519078013e-02,8.111888714466021499e-02
7.870554495040790743e-02,1.141867779161598040e-01,1.521371338383540883e-01,1.510813830172169636e-01,1.607338767455488981e-01,1.058289786030861962e-01,9.531689177690862158e-02
1.529965644908328759e-01,9.915427474720139855e-02,7.455113385584988261e-02,1.287635978784569257e-01,2.189315351965537282e-02,5.401964820203719597e-02,3.000606088701435192e-02
1.556074331538969679e-01,7.194297438749003293e-02,5.048435337247866861e-02,7.439758919041293550e-02,1.233777880151340767e-01,1.094386859699614661e-01,4.466439753355805342e-02
2.565977077291708985e-02,5.611638584466702162e-02,1.325432365110390809e-01,1.627174498213735387e-01,4.579061106804704906e-02,6.331218721280670869e-02,7.902692999782261196e-02
9.736640051426373454e-02,4.588148542724967971e-02,1.265991835278909849e-01,1.003300238747815848e-01,1.511353719779862659e-01,1.101806926409299031e-01,3.902711369043787570e-02
1.562187415463772711e-01,8.611646072475095948e-02,6.785409179681647918e-02,5.606917844901168624e-02,2.534177303890605693e-02,7.700514174006001245e-02,5.813799988437814981e-02
5.770404791275060563e-02,8.294190483733723807e-02,1.195781473092693836e-01,4.343304684675108884e-02,1.142326104951283672e-01,2.540021739781028742e-02,1.350132706493413770e-01
1.224268917595685013e-01,1.520343111145051607e-01,3.801544794897571133e-02,7.720243444660276899e-02,8.901984524992322123e-02,1.538650294396015639e-01,1.080483585415791120e-01
1.393092111750023898e-01,1.202282349816396478e-01,1.604834304482080087e-01,1.085953093781711898e-01,2.115657083413180484e-02,7.268388109184825696e-02,1.396475006849435818e-01
1.240884507507331036e-01,9.687735526522082974e-02,6.478197674276250928e-02,1.035311842386635039e-01,1.070408872854596849e-01,1.215243940070573070e-01,1.311004356729850162e-01
1.395743618874392133e-01,1.168068562066631177e-01,8.027621108108332071e-02,1.487252970727979684e-01,1.608798517993099697e-01,9.834473578569291607e-02,7.231597248839917447e-02
1.376449992591575744e-01,1.504789842089763185e-01,7.027201568498481210e-02,1.025725245986563033e-01,9.835265609719821833e-02,9.882614962910571399e-02,1.247349959405487652e-01
6.230707513929478747e-02,9.125691820829401335e-02,1.220997707788171738e-01,7.114185379397286457e-03,5.353643819864867259e-02,5.107816451246843803e-02,4.403885071394930684e-02
5.911213546375060357e-02,1.027848779249270900e-01,1.576602108044755091e-01,9.272009125125596496e-02,1.160907927114934735e-01,3.324490093003878988e-02,1.604769342668400656e-01
4.064313112042261533e-02,1.556728833113970589e-01,1.090724786842807437e-01,1.511423242264759992e-01,8.087604804498131628e-02,4.533305024195216637e-02,1.524377656354499733e-01
6.948843969115897634e-02,1.277190765031492869e-01,1.106590145371578737e-01,1.331895540747957130e-02,9.970446133235522090e-02,6.504163856075007022e-02,9.709385632694041146e-02
1.206165378239674180e-01,1.307298204058816860e-01,9.093854691325092832e-02,6.943897455443853728e-02,3.559536739264812510e-02,6.735421685743323006e-02,1.109755223347341224e-01
8.034412849297102588e-02,1.568150930386402742e-01,7.246012088674703977e-02,1.453635604834211392e-01,4.007016294264703626e-02,1.237775721961665021e-01,7.611068057196976322e-02
6.179831439260136117e-02,4.571822336757036531e-02,2.944604270356254716e-02,1.231826271916105220e-01,8.485301124433028419e-02,5.174279372875512095e-02,6.149412463803363704e-02
8.726879178671133330e-02,4.330902809395098529e-02,4.594996424038699789e-02,1.523803495981901346e-01,1.649005013634293193e-01,3.039546122085812208e-02,4.249355366218621199e-02
5.147478404085065185e-02,8.215056900546365004e-02,9.638636889526767948e-02,5.261023658294103345e-02,1.610006573324281876e-01,5.581565572918897877e-02,2.738246073218075782e-02
9.002598976994347080e-02,7.771748416846481489e-02,4.375871950199777816e-02,1.607786637868170998e-01,1.411360403480635406e-01,1.296999131146554796e-01,6.830930182439803877e-02
1.101372507048608423e-01,1.139122364362402939e-01,1.738372501916454205e-01,6.390819790020987878e-02,1.461241888333033589e-01,3.480574364999933223e-02,1.560201987010686464e-01
